order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id
3101,5487,Pending,1/8/2020,10/25/2023,1/8/2020,49,197
3102,842,Pending,4/4/2019,10/1/2020,4/4/2019,44,67
3103,749,Cancelled,11/17/2018,7/24/2019,11/17/2018,14,19
3104,7630,Cancelled,7/10/2023,1/19/2023,7/10/2023,33,170
3105,7833,Pending,1/1/2023,9/1/2020,1/1/2023,14,144
3106,857,Cancelled,11/8/2020,10/25/2021,11/8/2020,26,126
3107,5464,Shipped,6/7/2021,12/2/2021,6/7/2021,17,126
3108,6773,Cancelled,12/20/2022,9/29/2018,12/20/2022,12,170
3109,5184,Cancelled,5/31/2020,11/15/2018,5/31/2020,18,7
3110,2750,Shipped,9/28/2019,8/2/2023,9/28/2019,13,172
3111,5107,Shipped,1/5/2021,11/19/2022,1/5/2021,10,25
3112,3421,Cancelled,4/26/2023,7/12/2022,4/26/2023,50,113
3113,5010,Cancelled,12/20/2019,8/31/2021,12/20/2019,44,143
3114,8537,Pending,4/9/2019,10/13/2022,4/9/2019,26,111
3115,6023,Pending,10/26/2021,8/12/2020,10/26/2021,31,48
3116,6563,Cancelled,8/14/2021,9/21/2021,8/14/2021,4,106
3117,2314,Cancelled,9/9/2018,4/15/2022,9/9/2018,10,190
3118,492,Pending,8/7/2023,12/29/2021,8/7/2023,26,101
3119,9756,Shipped,7/18/2021,11/9/2019,7/18/2021,26,25
3120,1316,Cancelled,5/18/2018,2/13/2020,5/18/2018,33,117
3121,5819,Cancelled,9/13/2020,4/16/2022,9/13/2020,42,104
3122,6965,Cancelled,7/18/2023,11/13/2018,7/18/2023,12,94
3123,1966,Cancelled,5/8/2019,8/3/2023,5/8/2019,49,66
3124,1126,Shipped,10/17/2020,7/26/2023,10/17/2020,19,66
3125,5689,Pending,4/14/2019,11/12/2020,4/14/2019,11,172
3126,8380,Cancelled,8/28/2021,10/7/2018,8/28/2021,33,16
3127,6237,Shipped,8/25/2023,10/30/2021,8/25/2023,8,6
3128,7473,Shipped,3/11/2021,3/7/2021,3/11/2021,42,174
3129,8362,Shipped,11/18/2019,7/17/2023,11/18/2019,43,198
3130,3312,Shipped,10/3/2023,4/27/2023,10/3/2023,7,107
3131,5600,Shipped,10/17/2023,11/19/2022,10/17/2023,13,160
3132,7006,Shipped,4/6/2022,4/29/2021,4/6/2022,9,82
3133,9877,Shipped,12/13/2022,2/9/2021,12/13/2022,41,60
3134,1687,Pending,3/25/2023,10/13/2023,3/25/2023,17,74
3135,4529,Pending,5/21/2018,6/23/2019,5/21/2018,21,137
3136,5156,Shipped,4/15/2021,5/13/2022,4/15/2021,46,180
3137,3046,Pending,4/19/2019,9/22/2018,4/19/2019,37,87
3138,7567,Shipped,9/29/2019,7/18/2021,9/29/2019,29,11
3139,4871,Cancelled,1/4/2020,8/25/2021,1/4/2020,47,137
3140,410,Cancelled,2/19/2022,1/29/2019,2/19/2022,10,7
3141,7280,Cancelled,1/11/2020,1/23/2022,1/11/2020,39,199
3142,854,Cancelled,8/22/2020,8/2/2019,8/22/2020,30,9
3143,375,Shipped,11/22/2019,5/15/2020,11/22/2019,44,102
3144,7872,Cancelled,10/1/2023,8/14/2019,10/1/2023,12,3
3145,440,Pending,4/4/2018,10/5/2022,4/4/2018,43,132
3146,1849,Pending,1/7/2020,11/17/2023,1/7/2020,11,96
3147,3355,Shipped,8/6/2020,1/9/2023,8/6/2020,11,113
3148,9584,Pending,8/18/2022,7/18/2021,8/18/2022,19,4
3149,452,Pending,1/8/2019,1/21/2018,1/8/2019,4,31
3150,5441,Cancelled,12/6/2023,2/23/2021,12/6/2023,8,54
3151,3996,Cancelled,5/8/2018,2/11/2021,5/8/2018,25,6
3152,8765,Cancelled,8/5/2022,3/10/2020,8/5/2022,7,102
3153,330,Pending,6/8/2022,12/20/2018,6/8/2022,14,15
3154,8805,Pending,12/10/2020,5/27/2018,12/10/2020,49,55
3155,9725,Pending,11/24/2020,1/23/2018,11/24/2020,12,159
3156,2969,Cancelled,2/5/2020,8/1/2020,2/5/2020,1,140
3157,8553,Shipped,3/17/2019,8/2/2022,3/17/2019,35,189
3158,8779,Cancelled,9/2/2019,10/6/2019,9/2/2019,44,51
3159,4621,Shipped,5/9/2018,10/12/2019,5/9/2018,37,129
3160,81,Shipped,6/9/2020,12/15/2022,6/9/2020,7,191
3161,9590,Pending,10/17/2021,9/30/2022,10/17/2021,48,58
3162,9365,Cancelled,9/28/2023,3/4/2022,9/28/2023,45,77
3163,3390,Shipped,4/11/2019,1/3/2023,4/11/2019,12,85
3164,5709,Pending,4/18/2019,2/5/2023,4/18/2019,6,136
3165,8,Shipped,10/27/2019,5/29/2023,10/27/2019,15,13
3166,2058,Shipped,4/13/2023,12/26/2023,4/13/2023,34,120
3167,7514,Cancelled,1/23/2021,1/29/2023,1/23/2021,30,131
3168,3590,Shipped,11/15/2023,1/9/2018,11/15/2023,7,142
3169,1889,Pending,10/20/2018,9/22/2021,10/20/2018,25,53
3170,9101,Shipped,1/20/2023,8/8/2018,1/20/2023,49,28
3171,8092,Cancelled,1/4/2021,10/20/2020,1/4/2021,33,4
3172,8782,Pending,7/27/2021,6/12/2021,7/27/2021,8,19
3173,8120,Shipped,10/26/2023,4/6/2020,10/26/2023,30,114
3174,5508,Cancelled,7/5/2019,8/23/2021,7/5/2019,37,70
3175,8843,Shipped,1/28/2020,9/23/2018,1/28/2020,13,30
3176,2713,Cancelled,10/2/2021,12/28/2019,10/2/2021,1,21
3177,442,Cancelled,2/11/2018,2/25/2018,2/11/2018,19,24
3178,5813,Pending,8/30/2020,3/26/2023,8/30/2020,12,135
3179,5137,Cancelled,2/17/2022,2/20/2019,2/17/2022,50,174
3180,1234,Shipped,9/5/2018,2/11/2018,9/5/2018,31,119
3181,1498,Shipped,10/24/2019,3/15/2022,10/24/2019,9,61
3182,2037,Shipped,7/18/2023,8/9/2020,7/18/2023,29,85
3183,9858,Pending,1/25/2022,6/26/2023,1/25/2022,46,99
3184,3353,Shipped,4/25/2022,2/11/2021,4/25/2022,40,125
3185,260,Cancelled,8/11/2020,11/10/2018,8/11/2020,40,109
3186,1691,Pending,10/12/2021,4/1/2022,10/12/2021,44,195
3187,6942,Pending,4/16/2020,4/21/2022,4/16/2020,28,23
3188,5096,Cancelled,5/9/2019,10/3/2018,5/9/2019,43,5
3189,1660,Pending,11/8/2021,9/5/2019,11/8/2021,16,112
3190,3552,Pending,4/18/2022,5/24/2022,4/18/2022,45,18
3191,2742,Shipped,11/3/2019,3/16/2021,11/3/2019,13,200
3192,6246,Shipped,11/3/2020,8/8/2023,11/3/2020,47,175
3193,155,Shipped,12/30/2021,2/24/2019,12/30/2021,39,124
3194,3625,Cancelled,3/17/2023,12/3/2019,3/17/2023,45,13
3195,2347,Pending,10/6/2023,2/3/2019,10/6/2023,6,6
3196,478,Cancelled,6/5/2020,5/9/2023,6/5/2020,40,185
3197,2598,Shipped,9/6/2020,4/30/2018,9/6/2020,29,169
3198,4424,Cancelled,8/23/2021,5/24/2022,8/23/2021,14,37
3199,2496,Shipped,7/30/2018,10/27/2021,7/30/2018,30,81
3200,5196,Pending,4/12/2023,5/18/2020,4/12/2023,49,131
3201,2613,Cancelled,11/12/2019,11/7/2020,11/12/2019,47,200
3202,6678,Cancelled,12/13/2021,2/10/2021,12/13/2021,8,132
3203,5283,Shipped,8/22/2019,3/15/2020,8/22/2019,47,7
3204,9764,Cancelled,9/5/2021,9/13/2023,9/5/2021,31,99
3205,2458,Shipped,3/6/2020,12/18/2019,3/6/2020,12,77
3206,6879,Shipped,4/26/2022,5/18/2021,4/26/2022,17,37
3207,5582,Pending,3/11/2020,1/11/2022,3/11/2020,41,126
3208,7234,Pending,5/8/2018,12/8/2021,5/8/2018,31,139
3209,3928,Shipped,2/1/2023,6/5/2018,2/1/2023,14,79
3210,4251,Pending,4/27/2019,12/11/2023,4/27/2019,18,126
3211,8363,Pending,4/15/2021,4/4/2021,4/15/2021,18,148
3212,4294,Pending,8/31/2018,11/13/2023,8/31/2018,31,118
3213,7227,Shipped,2/16/2018,8/30/2019,2/16/2018,42,182
3214,5955,Cancelled,2/27/2022,11/5/2021,2/27/2022,35,98
3215,9632,Cancelled,7/27/2022,2/8/2022,7/27/2022,13,75
3216,5267,Pending,11/16/2021,7/8/2020,11/16/2021,38,75
3217,8396,Cancelled,5/5/2023,11/19/2020,5/5/2023,44,199
3218,8434,Shipped,11/30/2023,12/22/2019,11/30/2023,25,131
3219,2211,Cancelled,7/8/2023,11/13/2022,7/8/2023,30,159
3220,415,Cancelled,11/7/2023,9/3/2020,11/7/2023,26,96
3221,2593,Cancelled,1/30/2019,8/18/2021,1/30/2019,47,83
3222,852,Pending,3/29/2022,2/16/2023,3/29/2022,18,95
3223,2236,Shipped,1/20/2023,6/22/2018,1/20/2023,20,6
3224,4692,Cancelled,4/8/2022,11/19/2020,4/8/2022,40,51
3225,6965,Shipped,1/5/2021,8/21/2020,1/5/2021,36,191
3226,1603,Shipped,3/27/2023,3/25/2022,3/27/2023,45,116
3227,8795,Pending,2/15/2020,6/27/2019,2/15/2020,5,103
3228,7489,Cancelled,7/21/2018,10/5/2020,7/21/2018,19,66
3229,4614,Pending,6/10/2018,8/27/2021,6/10/2018,20,107
3230,4582,Shipped,6/6/2023,6/13/2021,6/6/2023,3,163
3231,5843,Pending,4/4/2021,5/9/2021,4/4/2021,5,177
3232,4197,Pending,6/24/2020,5/27/2018,6/24/2020,4,23
3233,5089,Pending,10/1/2022,10/5/2019,10/1/2022,17,10
3234,2267,Pending,12/28/2018,7/27/2019,12/28/2018,6,109
3235,3251,Pending,9/19/2018,3/9/2021,9/19/2018,33,11
3236,152,Cancelled,8/4/2022,7/6/2021,8/4/2022,50,196
3237,9843,Pending,12/9/2018,10/9/2023,12/9/2018,8,111
3238,2141,Shipped,1/6/2023,5/6/2021,1/6/2023,11,147
3239,1648,Pending,1/22/2018,7/11/2023,1/22/2018,44,108
3240,6541,Shipped,12/24/2021,2/11/2023,12/24/2021,48,174
3241,9468,Shipped,3/1/2021,3/18/2020,3/1/2021,41,56
3242,1193,Cancelled,11/1/2019,6/28/2018,11/1/2019,38,43
3243,610,Pending,1/18/2018,1/16/2023,1/18/2018,29,134
3244,4896,Pending,7/4/2022,9/28/2020,7/4/2022,24,39
3245,4409,Cancelled,12/5/2018,6/22/2018,12/5/2018,40,45
3246,9202,Pending,8/13/2018,4/3/2018,8/13/2018,19,36
3247,4019,Pending,7/1/2023,6/21/2020,7/1/2023,40,21
3248,9535,Pending,9/25/2023,1/26/2019,9/25/2023,21,28
3249,3170,Shipped,9/4/2021,12/10/2018,9/4/2021,19,42
3250,7272,Pending,10/10/2020,5/25/2020,10/10/2020,49,44
3251,7218,Pending,2/3/2023,5/5/2021,2/3/2023,36,71
3252,5220,Shipped,8/17/2021,7/21/2020,8/17/2021,27,132
3253,7358,Shipped,7/29/2019,9/14/2019,7/29/2019,18,133
3254,8354,Pending,11/22/2019,10/27/2022,11/22/2019,47,122
3255,4539,Shipped,7/7/2023,10/24/2022,7/7/2023,33,102
3256,583,Cancelled,5/25/2023,4/29/2022,5/25/2023,30,179
3257,411,Cancelled,9/5/2021,6/2/2018,9/5/2021,2,110
3258,9425,Cancelled,11/25/2023,1/30/2021,11/25/2023,3,68
3259,4100,Cancelled,3/17/2018,2/23/2018,3/17/2018,21,35
3260,1659,Pending,9/3/2019,3/26/2023,9/3/2019,48,13
3261,4545,Shipped,10/28/2021,6/11/2018,10/28/2021,31,27
3262,3791,Shipped,11/14/2019,10/8/2021,11/14/2019,30,1
3263,7303,Cancelled,2/6/2023,11/21/2019,2/6/2023,3,65
3264,8989,Pending,7/20/2019,11/14/2021,7/20/2019,37,155
3265,6007,Pending,6/15/2022,9/4/2019,6/15/2022,42,158
3266,2284,Pending,10/5/2020,7/24/2020,10/5/2020,49,113
3267,4581,Cancelled,10/31/2022,1/20/2023,10/31/2022,42,30
3268,9364,Pending,6/28/2022,11/17/2018,6/28/2022,2,54
3269,9426,Shipped,12/10/2021,8/4/2021,12/10/2021,4,197
3270,8995,Cancelled,8/4/2023,6/8/2023,8/4/2023,50,87
3271,1027,Shipped,9/19/2020,12/13/2019,9/19/2020,17,3
3272,4590,Shipped,3/20/2020,1/26/2022,3/20/2020,31,108
3273,3837,Shipped,1/16/2020,3/13/2023,1/16/2020,11,166
3274,3149,Pending,8/14/2021,10/25/2020,8/14/2021,28,134
3275,3367,Shipped,1/29/2021,6/19/2018,1/29/2021,36,62
3276,9990,Cancelled,11/20/2018,4/12/2020,11/20/2018,41,37
3277,2504,Cancelled,12/23/2020,12/25/2019,12/23/2020,44,16
3278,6244,Pending,4/25/2019,10/29/2019,4/25/2019,39,34
3279,2896,Pending,10/15/2023,9/29/2020,10/15/2023,34,31
3280,3698,Pending,4/26/2018,11/21/2019,4/26/2018,7,71
3281,6354,Pending,7/29/2020,9/25/2023,7/29/2020,18,109
3282,3912,Pending,4/2/2020,11/27/2021,4/2/2020,7,97
3283,4321,Cancelled,10/30/2019,10/28/2022,10/30/2019,31,17
3284,4039,Cancelled,6/27/2020,1/30/2022,6/27/2020,5,114
3285,4436,Pending,11/23/2022,1/17/2019,11/23/2022,48,62
3286,1720,Cancelled,7/31/2019,10/16/2023,7/31/2019,9,143
3287,9094,Shipped,3/5/2018,3/25/2021,3/5/2018,27,10
3288,1052,Cancelled,4/28/2021,3/1/2019,4/28/2021,19,127
3289,7421,Shipped,9/17/2018,4/11/2018,9/17/2018,27,189
3290,2148,Cancelled,1/15/2018,7/1/2021,1/15/2018,11,28
3291,9928,Cancelled,4/29/2021,5/22/2022,4/29/2021,8,185
3292,1867,Shipped,9/1/2023,9/4/2018,9/1/2023,5,70
3293,5408,Shipped,3/10/2018,3/23/2019,3/10/2018,31,187
3294,5453,Shipped,3/14/2023,5/27/2018,3/14/2023,22,166
3295,1053,Pending,9/22/2022,5/15/2022,9/22/2022,22,137
3296,741,Pending,11/29/2020,6/7/2018,11/29/2020,23,40
3297,2730,Shipped,2/7/2023,11/5/2021,2/7/2023,31,21
3298,1552,Shipped,7/23/2021,4/8/2021,7/23/2021,12,14
3299,5630,Cancelled,9/17/2019,7/26/2018,9/17/2019,37,20
3300,8401,Cancelled,3/28/2023,10/3/2023,3/28/2023,38,103
3301,8413,Pending,1/25/2020,10/16/2021,1/25/2020,7,39
3302,7979,Shipped,2/12/2023,8/13/2022,2/12/2023,12,192
3303,2421,Cancelled,3/27/2021,8/11/2020,3/27/2021,45,30
3304,2383,Shipped,3/3/2023,3/23/2020,3/3/2023,15,35
3305,9652,Pending,4/8/2018,10/24/2020,4/8/2018,18,183
3306,8843,Shipped,5/9/2022,5/4/2018,5/9/2022,44,21
3307,9968,Shipped,6/28/2022,7/3/2021,6/28/2022,25,44
3308,6836,Shipped,6/25/2019,7/23/2018,6/25/2019,47,73
3309,9978,Pending,10/20/2018,4/29/2022,10/20/2018,7,100
3310,28,Shipped,5/3/2021,8/7/2022,5/3/2021,32,195
3311,8501,Pending,10/14/2020,7/26/2020,10/14/2020,38,53
3312,5296,Cancelled,3/23/2018,5/16/2019,3/23/2018,41,48
3313,8662,Cancelled,9/23/2019,6/1/2021,9/23/2019,40,121
3314,7886,Cancelled,7/18/2021,11/7/2020,7/18/2021,48,142
3315,9590,Shipped,4/10/2021,3/30/2023,4/10/2021,2,94
3316,2481,Cancelled,4/14/2019,3/28/2020,4/14/2019,1,199
3317,3804,Pending,6/27/2023,4/20/2020,6/27/2023,34,65
3318,4523,Pending,10/2/2020,6/4/2018,10/2/2020,40,106
3319,4964,Shipped,10/5/2021,9/24/2019,10/5/2021,48,41
3320,1707,Shipped,8/5/2018,6/20/2022,8/5/2018,47,47
3321,3929,Pending,7/9/2021,7/28/2021,7/9/2021,4,3
3322,9725,Shipped,8/22/2018,9/4/2019,8/22/2018,46,99
3323,6394,Cancelled,1/29/2022,10/7/2022,1/29/2022,15,171
3324,5731,Pending,12/3/2021,12/4/2019,12/3/2021,12,142
3325,893,Shipped,1/12/2019,2/25/2018,1/12/2019,5,90
3326,9594,Pending,1/18/2021,1/6/2021,1/18/2021,5,23
3327,9091,Pending,2/18/2018,10/3/2018,2/18/2018,23,78
3328,6815,Shipped,10/23/2019,7/25/2022,10/23/2019,44,62
3329,6330,Pending,1/21/2022,3/14/2023,1/21/2022,20,193
3330,7893,Pending,8/22/2018,9/15/2020,8/22/2018,31,124
3331,1222,Shipped,12/11/2019,4/8/2022,12/11/2019,36,51
3332,8902,Shipped,6/19/2022,3/5/2021,6/19/2022,8,179
3333,732,Cancelled,10/24/2019,2/28/2022,10/24/2019,17,9
3334,5470,Cancelled,5/27/2018,7/13/2019,5/27/2018,2,110
3335,5913,Cancelled,10/25/2022,6/17/2021,10/25/2022,27,92
3336,2541,Pending,6/8/2023,12/4/2020,6/8/2023,37,158
3337,2076,Shipped,11/8/2020,3/11/2023,11/8/2020,16,198
3338,1557,Pending,4/22/2018,1/7/2023,4/22/2018,20,155
3339,5524,Pending,11/25/2021,4/3/2023,11/25/2021,38,73
3340,5727,Cancelled,2/15/2022,3/25/2019,2/15/2022,18,50
3341,8403,Pending,10/21/2018,2/13/2020,10/21/2018,17,190
3342,8656,Cancelled,6/2/2019,5/10/2023,6/2/2019,43,185
3343,4989,Shipped,1/22/2019,7/28/2018,1/22/2019,30,121
3344,3924,Cancelled,3/31/2020,6/12/2019,3/31/2020,31,26
3345,8055,Shipped,8/13/2020,9/25/2020,8/13/2020,33,51
3346,6642,Pending,2/6/2022,8/15/2022,2/6/2022,36,23
3347,8598,Pending,8/16/2022,6/2/2022,8/16/2022,5,71
3348,9748,Shipped,12/11/2019,10/19/2021,12/11/2019,39,37
3349,9746,Shipped,6/28/2021,6/28/2021,6/28/2021,34,23
3350,2004,Shipped,2/1/2018,12/31/2021,2/1/2018,39,73
3351,9739,Cancelled,9/1/2018,1/12/2023,9/1/2018,15,161
3352,7339,Pending,7/2/2020,7/27/2018,7/2/2020,32,109
3353,7272,Pending,7/23/2020,8/13/2023,7/23/2020,23,85
3354,5444,Shipped,8/5/2019,10/9/2018,8/5/2019,3,76
3355,5734,Cancelled,2/22/2022,11/24/2018,2/22/2022,12,91
3356,5854,Pending,12/3/2018,4/11/2020,12/3/2018,37,179
3357,3865,Cancelled,10/17/2019,6/30/2019,10/17/2019,47,27
3358,1183,Cancelled,1/10/2023,6/26/2018,1/10/2023,31,18
3359,7046,Pending,1/29/2019,7/30/2021,1/29/2019,17,89
3360,7410,Cancelled,5/1/2018,12/19/2019,5/1/2018,24,107
3361,87,Shipped,6/26/2018,3/25/2019,6/26/2018,48,92
3362,6832,Shipped,12/26/2021,12/3/2018,12/26/2021,15,162
3363,9560,Shipped,11/29/2021,12/20/2021,11/29/2021,22,6
3364,6850,Cancelled,6/15/2022,8/8/2019,6/15/2022,25,55
3365,979,Pending,7/4/2019,1/19/2021,7/4/2019,18,2
3366,3605,Pending,9/19/2019,6/13/2019,9/19/2019,13,99
3367,8846,Pending,2/4/2023,8/10/2018,2/4/2023,30,173
3368,2264,Shipped,9/28/2020,8/19/2021,9/28/2020,27,54
3369,5691,Cancelled,11/3/2019,8/17/2022,11/3/2019,24,176
3370,468,Pending,6/11/2021,3/17/2018,6/11/2021,32,167
3371,3059,Shipped,10/14/2021,6/19/2021,10/14/2021,35,129
3372,8744,Shipped,1/3/2022,12/2/2020,1/3/2022,49,3
3373,7626,Pending,1/20/2021,9/30/2019,1/20/2021,13,180
3374,948,Shipped,12/3/2021,6/14/2018,12/3/2021,41,162
3375,7133,Cancelled,12/5/2021,11/8/2020,12/5/2021,47,130
3376,4648,Shipped,1/9/2020,12/5/2021,1/9/2020,35,134
3377,2482,Shipped,7/29/2022,5/22/2023,7/29/2022,27,195
3378,3922,Shipped,9/7/2020,5/18/2021,9/7/2020,26,87
3379,3616,Cancelled,1/1/2020,3/9/2018,1/1/2020,35,66
3380,1410,Shipped,4/30/2022,11/5/2021,4/30/2022,27,4
3381,3160,Cancelled,10/18/2021,8/9/2020,10/18/2021,35,107
3382,2197,Shipped,4/8/2019,2/9/2022,4/8/2019,49,55
3383,7587,Pending,10/20/2019,9/7/2021,10/20/2019,43,21
3384,2868,Shipped,6/16/2020,8/6/2019,6/16/2020,26,67
3385,81,Cancelled,7/25/2019,10/16/2021,7/25/2019,38,17
3386,1594,Pending,3/17/2023,4/3/2019,3/17/2023,6,17
3387,967,Pending,4/5/2022,10/9/2022,4/5/2022,24,162
3388,9706,Cancelled,9/2/2020,11/23/2021,9/2/2020,36,158
3389,5467,Shipped,12/28/2023,6/20/2022,12/28/2023,31,75
3390,9610,Cancelled,12/22/2020,6/8/2019,12/22/2020,44,150
3391,6740,Pending,4/2/2021,8/3/2020,4/2/2021,3,97
3392,3497,Pending,10/22/2021,2/9/2019,10/22/2021,27,158
3393,2677,Shipped,4/25/2019,8/11/2018,4/25/2019,13,146
3394,2653,Shipped,4/2/2020,7/8/2019,4/2/2020,45,102
3395,3854,Shipped,11/29/2022,2/21/2019,11/29/2022,41,74
3396,3144,Shipped,2/9/2018,4/25/2019,2/9/2018,25,57
3397,7914,Pending,12/7/2021,11/15/2023,12/7/2021,19,72
3398,2150,Pending,12/7/2021,5/24/2022,12/7/2021,27,153
3399,3539,Shipped,2/10/2022,6/23/2022,2/10/2022,48,8
3400,6154,Shipped,11/22/2020,9/11/2022,11/22/2020,12,111
3401,4784,Pending,6/14/2020,11/7/2018,6/14/2020,25,192
3402,9981,Shipped,5/30/2019,1/31/2019,5/30/2019,18,1
3403,5577,Shipped,12/16/2023,3/15/2019,12/16/2023,26,170
3404,248,Shipped,10/4/2023,5/16/2020,10/4/2023,37,165
3405,1691,Cancelled,6/7/2019,11/20/2021,6/7/2019,16,61
3406,5786,Cancelled,7/8/2020,6/13/2020,7/8/2020,35,136
3407,3695,Cancelled,7/27/2021,5/1/2023,7/27/2021,21,180
3408,9126,Cancelled,5/19/2021,10/2/2022,5/19/2021,49,193
3409,8301,Shipped,1/8/2018,11/7/2019,1/8/2018,49,97
3410,5867,Shipped,1/8/2023,11/23/2019,1/8/2023,3,178
3411,835,Pending,11/28/2019,12/10/2018,11/28/2019,13,32
3412,2086,Cancelled,8/24/2022,8/21/2019,8/24/2022,47,53
3413,2746,Pending,7/3/2022,8/20/2020,7/3/2022,37,32
3414,9563,Shipped,1/22/2020,2/13/2023,1/22/2020,36,120
3415,9133,Cancelled,5/2/2018,11/25/2018,5/2/2018,30,120
3416,5692,Shipped,11/25/2021,7/11/2021,11/25/2021,44,39
3417,1494,Shipped,8/29/2020,6/7/2022,8/29/2020,4,29
3418,7459,Cancelled,9/1/2020,4/17/2021,9/1/2020,14,76
3419,7235,Pending,5/25/2022,7/29/2022,5/25/2022,47,21
3420,7072,Pending,3/14/2022,6/13/2018,3/14/2022,46,17
3421,9426,Cancelled,2/20/2022,7/6/2019,2/20/2022,6,82
3422,3579,Pending,6/17/2021,9/16/2021,6/17/2021,16,148
3423,2797,Pending,7/27/2022,10/22/2023,7/27/2022,7,16
3424,3161,Shipped,7/5/2023,12/13/2019,7/5/2023,44,143
3425,9963,Shipped,5/25/2023,11/1/2018,5/25/2023,15,34
3426,6657,Cancelled,5/21/2020,4/6/2019,5/21/2020,32,105
3427,8576,Shipped,7/3/2018,11/27/2020,7/3/2018,10,28
3428,9297,Shipped,6/8/2019,1/12/2019,6/8/2019,7,84
3429,1277,Shipped,10/17/2022,11/18/2019,10/17/2022,13,189
3430,6085,Cancelled,11/18/2018,3/14/2019,11/18/2018,48,64
3431,446,Cancelled,6/30/2022,2/20/2022,6/30/2022,39,164
3432,3885,Pending,12/3/2018,7/24/2018,12/3/2018,47,179
3433,7481,Cancelled,11/15/2021,8/13/2018,11/15/2021,4,17
3434,8802,Pending,8/16/2019,10/7/2019,8/16/2019,28,96
3435,7437,Pending,8/8/2021,1/21/2023,8/8/2021,35,101
3436,7685,Cancelled,12/13/2019,8/10/2020,12/13/2019,12,172
3437,5812,Cancelled,11/18/2018,6/16/2023,11/18/2018,31,48
3438,8931,Pending,1/13/2019,3/21/2021,1/13/2019,44,49
3439,862,Pending,12/28/2021,9/2/2021,12/28/2021,5,144
3440,1352,Cancelled,1/24/2019,3/3/2022,1/24/2019,40,98
3441,5872,Shipped,7/29/2021,11/22/2018,7/29/2021,22,28
3442,5437,Shipped,1/11/2018,4/26/2020,1/11/2018,34,126
3443,3821,Shipped,4/26/2023,9/30/2022,4/26/2023,47,138
3444,437,Pending,6/21/2021,4/20/2023,6/21/2021,40,126
3445,7918,Pending,9/18/2022,9/3/2021,9/18/2022,30,93
3446,8938,Shipped,2/19/2020,11/4/2020,2/19/2020,29,157
3447,4570,Shipped,1/20/2021,1/1/2020,1/20/2021,24,114
3448,6014,Cancelled,6/28/2018,6/14/2021,6/28/2018,7,163
3449,1723,Pending,2/11/2021,7/16/2018,2/11/2021,50,126
3450,2639,Pending,8/21/2018,3/17/2019,8/21/2018,3,124
3451,7369,Shipped,2/28/2022,9/5/2020,2/28/2022,36,71
3452,3442,Pending,12/25/2020,10/24/2020,12/25/2020,47,69
3453,9210,Cancelled,2/17/2023,1/17/2020,2/17/2023,7,166
3454,3155,Cancelled,12/5/2018,1/4/2021,12/5/2018,22,38
3455,6785,Cancelled,6/29/2022,12/25/2018,6/29/2022,35,91
3456,3853,Cancelled,5/8/2021,7/9/2020,5/8/2021,2,41
3457,7185,Cancelled,4/20/2020,1/23/2018,4/20/2020,19,26
3458,8088,Pending,3/26/2019,2/27/2020,3/26/2019,6,6
3459,7484,Pending,1/18/2023,11/17/2022,1/18/2023,50,175
3460,1302,Shipped,7/3/2021,12/12/2020,7/3/2021,28,175
3461,1450,Cancelled,8/29/2022,11/7/2023,8/29/2022,36,70
3462,1363,Cancelled,9/2/2020,8/2/2021,9/2/2020,3,173
3463,1815,Shipped,11/17/2018,8/31/2023,11/17/2018,27,111
3464,2703,Pending,5/19/2022,2/15/2020,5/19/2022,13,179
3465,1385,Shipped,12/20/2021,10/21/2021,12/20/2021,5,151
3466,634,Shipped,6/29/2023,10/14/2021,6/29/2023,10,47
3467,8031,Shipped,2/6/2019,1/17/2020,2/6/2019,45,184
3468,887,Pending,6/4/2018,5/6/2022,6/4/2018,44,63
3469,8130,Pending,4/21/2021,6/1/2018,4/21/2021,7,50
3470,3815,Shipped,4/30/2021,4/4/2022,4/30/2021,39,104
3471,6031,Pending,2/3/2019,12/4/2020,2/3/2019,32,128
3472,2224,Pending,12/30/2021,1/5/2023,12/30/2021,27,89
3473,5786,Shipped,3/10/2019,12/25/2023,3/10/2019,1,121
3474,4858,Shipped,8/14/2018,12/28/2021,8/14/2018,27,27
3475,5394,Pending,5/29/2019,2/22/2019,5/29/2019,16,174
3476,2244,Pending,7/28/2022,4/10/2020,7/28/2022,14,43
3477,7168,Cancelled,1/21/2023,2/23/2022,1/21/2023,19,49
3478,7803,Shipped,10/4/2020,10/1/2023,10/4/2020,9,111
3479,2625,Pending,4/8/2022,3/7/2023,4/8/2022,37,58
3480,650,Shipped,2/16/2021,11/6/2019,2/16/2021,43,86
3481,7337,Pending,7/22/2021,10/12/2019,7/22/2021,17,198
3482,7584,Shipped,12/14/2022,9/9/2021,12/14/2022,11,167
3483,7479,Shipped,8/11/2021,9/9/2019,8/11/2021,40,27
3484,3719,Pending,6/19/2018,3/24/2019,6/19/2018,49,137
3485,4999,Pending,10/10/2019,3/19/2021,10/10/2019,31,86
3486,9282,Shipped,2/13/2023,5/4/2020,2/13/2023,14,7
3487,2989,Cancelled,10/4/2020,12/24/2021,10/4/2020,22,121
3488,3253,Shipped,2/16/2021,7/3/2021,2/16/2021,46,34
3489,8750,Pending,1/15/2020,1/8/2020,1/15/2020,10,27
